record_id,report_date,campaign_id,campaign_name,campaign_objective,campaign_status,channel,platform,ad_format,product_family,product_name,region,country,city,device_type,audience_segment,planned_budget_usd,ad_spend_usd,creative_cost_usd,agency_cost_usd,marketing_tools_cost_usd,impressions,reach,video_views,engagements,clicks,landing_page_sessions,leads,add_to_cart,conversions,new_customers,returning_customers,units_sold,attributed_revenue_usd,email_sent,email_delivered,email_opens,email_clicks,unsubscribes,currency_code,source_system,source_file_name,batch_id,ingestion_timestamp
REC0021421,2025-10-22,CMP0061,Apple Arcade Service Subscription 2025 Wave 61,Service Subscription,Completed,Google Display,Google Ads,Display Banner,Apple Arcade,Apple Arcade Subscription,Asia Pacific,South Korea,Seoul,Mobile,Students,117.49,112.61,8.05,12.8,3.62,16504,13633,0,372,152,127,2,5,0,0,0,0,0.0,0,0,0,0,0,USD,Google Ads API,google_ads_api_20251022.csv,BATCH-GOOG-20251022-01,2025-10-23 05:10:00
REC0023099,2024-11-12,CMP0066,Apple Music Service Subscription 2024 Wave 66,Service Subscription,Completed,YouTube,YouTube Ads,Short Video,Apple Music,Apple Music Family,Europe,Spain,Valencia,Mobile,Creative Professionals,167.84,151.82,12.95,16.36,4.96,20457,18344,9383,464,355,287,20,31,0,0,0,0,0.0,0,0,0,0,0,USD,Google Ads API,google_ads_api_20241112.csv,BATCH-GOOG-20241112-02,2024-11-13 02:45:00
REC0012631,2025-08-05,CMP0037,iCloud+ App Engagement 2025 Wave 37,App Engagement,Active,Retail Promotion,Retail Partner,Retail Display,iCloud+,iCloud+ 2TB,Europe,Germany,Berlin,Mobile,Students,113.65,108.45,4.37,5.08,2.15,8972,7291,0,322,121,102,5,10,1,1,0,1,10.27,0,0,0,0,0,USD,Retail Partner Feed,retail_partner_feed_20250805.csv,BATCH-RETA-20250805-01,2025-08-06 02:16:00
REC0034546,2025-10-07,CMP0097,Mac Brand Awareness 2025 Wave 97,Brand Awareness,Completed,Email Marketing,Internal Email Platform,Email Newsletter,Mac,MacBook Pro,North America,United States,Chicago,Unknown,Price-Sensitive Customers,77.96,87.76,5.69,5.65,2.97,31237,22517,0,1465,1085,917,21,97,0,0,0,0,0.0,35732,33943,10627,1085,20,USD,Email Marketing Platform,email_marketing_platform_20251007.csv,BATCH-EMAI-20251007-01,2025-10-08 01:02:00
REC0013632,2025-10-07,CMP0039,Apple TV+ Online Sales 2024 Wave 39,Online Sales,Active,Affiliate Marketing,Affiliate Network,Display Banner,Apple TV+,Apple TV+ Subscription,Europe,France,Marseille,Desktop,Price-Sensitive Customers,47.46,104.93,5.6,10.69,2.16,11125,8802,0,454,190,167,13,10,6,2,4,6,55.77,0,0,0,0,0,USD,Affiliate Network,affiliate_network_20251007.csv,BATCH-AFFI-20251007-03,2025-10-08 05:20:00
REC0018599,2025-06-10,CMP0053,Apple Fitness+ Service Subscription 2025 Wave 53,Service Subscription,Completed,Organic Social,Internal Email Platform,Static Image,Apple Fitness+,Apple Fitness+ Subscription,Asia Pacific,Japan,Yokohama,Desktop,Young Professionals,15.0,17.31,0.79,1.54,0.27,13997,11695,0,524,354,269,5,11,0,0,0,0,0.0,0,0,0,0,0,USD,CRM Export,crm_export_20250610.csv,BATCH-CRME-20250610-02,2025-06-11 04:19:00
REC0015277,2025-02-02,CMP0044,Apple Fitness+ Service Subscription 2024 Wave 44,Service Subscription,Completed,X,Affiliate Network,Sponsored Post,Apple Fitness+,Apple Fitness+ Subscription,Europe,United Kingdom,Birmingham,Mobile,Young Professionals,51.25,46.81,3.25,5.31,1.37,6684,5601,0,133,68,57,3,5,1,0,1,1,9.52,0,0,0,0,0,USD,Affiliate Network,affiliate_network_20250202.csv,BATCH-AFFI-20250202-01,2025-02-03 03:42:00
REC0026463,2025-01-30,CMP0075,Mac Product Launch 2024 Wave 75,Product Launch,Completed,TikTok,TikTok Ads,Short Video,Mac,MacBook Pro,Asia Pacific,India,Chennai,Mobile,High-Value Customers,441.25,568.15,39.14,47.34,15.98,61878,45030,42204,1388,1106,838,31,36,0,0,0,0,0.0,0,0,0,0,0,USD,Ecommerce Platform,ecommerce_platform_20250130.csv,BATCH-ECOM-20250130-03,2025-01-31 01:12:00
REC0034771,2025-07-05,CMP0098,Apple Arcade Upsell 2025 Wave 98,Upsell,Active,Google Display,Google Ads,Static Image,Apple Arcade,Apple Arcade Subscription,Asia Pacific,Australia,Brisbane,Mobile,Service Subscribers,57.77,52.44,3.97,2.65,1.67,8457,5580,0,127,79,60,3,5,0,0,0,0,0.0,0,0,0,0,0,USD,Google Ads API,google_ads_api_20250705.csv,BATCH-GOOG-20250705-01,2025-07-06 02:36:00
REC0019455,2025-04-13,CMP0055,Apple Music Customer Retention 2024 Wave 55,Customer Retention,Completed,Retail Promotion,Retail Partner,Retail Display,Apple Music,Apple Music Individual,North America,Canada,Vancouver,Desktop,Students,64.96,67.01,3.67,6.34,0.82,3862,3294,0,149,57,50,2,5,0,0,0,0,0.0,0,0,0,0,0,USD,Retail Partner Feed,retail_partner_feed_20250413.csv,BATCH-RETA-20250413-03,2025-04-14 03:37:00
REC0027449,2025-01-25,CMP0078,AirPods Customer Acquisition 2024 Wave 78,Customer Acquisition,Paused,Influencer Marketing,Affiliate Network,Short Video,AirPods,AirPods Pro,North America,United States,Austin,Mobile,Price-Sensitive Customers,148.26,157.39,11.47,16.72,3.87,15077,11369,6768,919,350,269,6,24,0,0,0,0,0.0,0,0,0,0,0,USD,Affiliate Network,affiliate_network_20250125.csv,BATCH-AFFI-20250125-02,2025-01-26 02:50:00
REC0030208,2026-01-18,CMP0085,Apple TV+ Service Subscription 2025 Wave 85,Service Subscription,Completed,TikTok,TikTok Ads,Sponsored Post,Apple TV+,Apple TV+ Subscription,North America,United States,New York,Desktop,Students,59.79,65.63,5.18,3.77,1.89,11468,10394,0,352,239,206,,17,3,1,2,3,25.5,0,0,0,0,0,USD,Ecommerce Platform,ecommerce_platform_20260118.csv,BATCH-ECOM-20260118-01,2026-01-19 02:20:00
REC0012834,2026-02-24,CMP0037,iCloud+ App Engagement 2025 Wave 37,App Engagement,Active,Retail Promotion,Retail Partner,Retail Display,iCloud+,iCloud+ 2TB,Europe,Germany,Berlin,Mobile,Students,124.13,792.7,54.87,53.65,27.48,52537,36272,0,1197,565,433,30,21,6,1,5,6,56.61,0,0,0,0,0,USD,Retail Partner Feed,retail_partner_feed_20260224.csv,BATCH-RETA-20260224-03,2026-02-25 01:18:00
REC0021362,2025-08-24,CMP0061,Apple Arcade Service Subscription 2025 Wave 61,Service Subscription,Completed,Google Display,Google Ads,Display Banner,Apple Arcade,Apple Arcade Subscription,Asia Pacific,South Korea,Seoul,Mobile,Students,97.0,101.54,5.31,10.69,2.55,14155,12497,0,220,105,81,2,8,1,1,0,1,7.04,0,0,0,0,0,USD,Google Ads API,google_ads_api_20250824.csv,BATCH-GOOG-20250824-02,2025-08-25 01:18:00
REC0030560,2026-04-14,CMP0086,iPhone Product Launch 2025 Wave 86,Product Launch,Planned,TikTok,TikTok Ads,Sponsored Post,iPhone,iPhone Standard,Europe,Spain,Barcelona,Connected TV,Students,377.21,400.69,36.06,29.47,13.01,55065,47816,0,1324,1048,748,45,52,0,0,0,0,0.0,0,0,0,0,0,USD,Ecommerce Platform,ecommerce_platform_20260414.csv,BATCH-ECOM-20260414-02,2026-04-15 01:30:00
REC0030347,2025-09-13,CMP0086,iPhone Product Launch 2025 Wave 86,Product Launch,Planned,TikTok,TikTok Ads,Sponsored Post,iPhone,iPhone Standard,Europe,Spain,Barcelona,Connected TV,Students,524.0,451.03,35.53,34.78,15.24,76624,53353,0,3261,1536,1096,60,71,1,1,0,1,797.22,0,0,0,0,0,USD,Ecommerce Platform,ecommerce_platform_20250913.csv,BATCH-ECOM-20250913-02,2025-09-14 01:08:00
REC0021239,2025-09-02,CMP0060,Apple TV+ Cross-Sell 2024 Wave 60,Cross-Sell,Completed,Affiliate Marketing,Affiliate Network,Display Banner,Apple TV+,Apple TV+ Subscription,Europe,Germany,Berlin,Desktop,Price-Sensitive Customers,20.84,22.02,1.52,1.72,0.72,3079,1893,0,175,89,76,2,4,2,0,2,2,19.98,0,0,0,0,0,USD,Affiliate Network,affiliate_network_20250902.csv,BATCH-AFFI-20250902-02,2025-09-03 01:40:00
REC0028116,2025-05-09,CMP0080,AppleCare+ Customer Retention 2025 Wave 80,Customer Retention,Completed,Email Marketing,Internal Email Platform,Promotional Email,AppleCare+,AppleCare+ Protection,Asia Pacific,Singapore,Singapore,Mobile,Price-Sensitive Customers,17.6,18.42,0.97,1.12,0.23,7404,6354,0,282,205,177,11,19,1,1,0,1,160.03,9028,8498,2911,205,18,USD,Email Marketing Platform,email_marketing_platform_20250509.csv_retry,BATCH-EMAI-20250509-03,2025-05-10 04:29:00
REC0024439,2025-11-23,CMP0069,Apple TV+ Service Subscription 2025 Wave 69,Service Subscription,Completed,Apple Search Ads,Apple Search Ads,Search Ad,Apple TV+,Apple TV+ Subscription,Latin America,Mexico,Mexico City,Desktop,Business Users,171.32,178.97,7.01,10.56,3.86,9748,6796,0,929,497,442,20,41,1,1,0,1,8.18,0,0,0,0,0,USD,Apple Search Ads API,apple_search_ads_api_20251123.csv,BATCH-APPL-20251123-01,2025-11-24 05:20:00
REC0017100,2025-03-16,CMP0049,Apple Watch Website Traffic 2024 Wave 49,Website Traffic,Paused,YouTube,YouTube Ads,Short Video,Apple Watch,Apple Watch,Asia Pacific,India,Chennai,Mobile,Business Users,251.72,246.23,14.24,12.26,4.37,28220,17696,18874,690,353,263,10,28,0,0,0,0,0.0,0,0,0,0,0,USD,Google Ads API,google_ads_api_20250316.csv,BATCH-GOOG-20250316-03,2025-03-17 02:25:00
REC0006816,2025-03-15,CMP0020,AppleCare+ Service Subscription 2025 Wave 20,Service Subscription,Completed,Google Display,Google Ads,Static Image,AppleCare+,AppleCare+ Protection,Asia Pacific,India,Mumbai,Mobile,Unknown,199.72,181.48,14.46,18.18,5.02,26534,18790,0,705,293,246,16,15,0,0,0,0,0.0,0,0,0,0,0,USD,Google Ads API,google_ads_api_20250315.csv,BATCH-GOOG-20250315-03,2025-03-16 03:57:00
REC0003016,2025-05-20,CMP0009,iPad Brand Awareness 2025 Wave 09,Brand Awareness,Active,YouTube,YouTube Ads,Long Video,iPad,iPad Pro,Asia Pacific,Australia,Sydney,Connected TV,New Technology Buyers,311.97,401.65,22.43,25.3,5.18,33103,23922,,1260,608,541,42,57,0,0,0,0,0.0,0,0,0,0,0,USD,Google Ads API,google_ads_api_20250520.csv,BATCH-GOOG-20250520-01,2025-05-21 05:12:00
REC0029929,2025-04-14,CMP0085,Apple TV+ Service Subscription 2025 Wave 85,Service Subscription,Completed,TikTok,TikTok Ads,Sponsored Post,Apple TV+,Apple TV+ Subscription,North America,United States,New York,Desktop,Students,62.7,59.12,2.76,3.44,2.13,7384,5007,0,405,216,186,11,20,1,1,0,1,10.44,0,0,0,0,0,USD,Ecommerce Platform,ecommerce_platform_20250414.csv,BATCH-ECOM-20250414-01,2025-04-15 03:56:00
REC0004895,2024-11-23,CMP0014,iPad Website Traffic 2024 Wave 14,Website Traffic,Completed,Facebook,Meta Ads Manager,Short Video,iPad,iPad,Asia Pacific,India,Delhi,Desktop,Students,373.55,401.55,23.39,24.89,8.02,52411,36807,32225,1854,802,567,,46,0,0,0,0,0.0,0,0,0,0,0,USD,Meta Ads API,meta_ads_api_20241123.csv,BATCH-META-20241123-02,2024-11-24 05:18:00
REC0015560,2025-11-12,CMP0044,Apple Fitness+ Service Subscription 2024 Wave 44,Service Subscription,Completed,X,Affiliate Network,Sponsored Post,Apple Fitness+,Apple Fitness+ Subscription,Europe,United Kingdom,Birmingham,Tablet,Young Professionals,66.68,77.62,5.35,7.7,1.36,12984,7548,0,371,136,103,4,7,4,1,3,4,38.79,0,0,0,0,0,USD,Affiliate Network,affiliate_network_20251112.csv,BATCH-AFFI-20251112-02,2025-11-13 05:47:00
REC0014826,2025-08-16,CMP0042,Mac Website Traffic 2024 Wave 42,Website Traffic,Active,X,Affiliate Network,Static Image,Mac,MacBook Pro,Asia Pacific,Japan,Osaka,Desktop,Creative Professionals,113.56,165.49,11.74,7.55,2.95,32054,24035,0,844,317,262,15,10,4,4,0,4,7238.4,0,0,0,0,0,USD,Affiliate Network,affiliate_network_20250816.csv,BATCH-AFFI-20250816-03,2025-08-17 02:52:00
REC0018897,2025-02-27,CMP0054,AirPods Online Sales 2025 Wave 54,Online Sales,Completed,Affiliate Marketing,Affiliate Network,Sponsored Post,AirPods,AirPods Pro,Europe,France,Lyon,Mobile,High-Value Customers,62.33,62.18,2.54,6.03,0.76,6266,5624,0,323,122,110,2,4,0,0,0,0,0.0,0,0,0,0,0,USD,Affiliate Network,affiliate_network_20250227.csv,BATCH-AFFI-20250227-03,2025-02-28 04:05:00
REC0034815,2025-08-18,CMP0098,Apple Arcade Upsell 2025 Wave 98,Upsell,Active,Google Display,Google Ads,Static Image,Apple Arcade,Apple Arcade Subscription,Asia Pacific,Australia,Brisbane,Desktop,Service Subscribers,56.85,64.01,5.64,3.94,2.12,9392,5558,0,173,101,87,6,8,0,0,0,0,0.0,0,0,0,0,0,USD,Google Ads API,google_ads_api_20250818.csv,BATCH-GOOG-20250818-03,2025-08-19 03:20:00
REC0012605,2025-07-10,CMP0037,iCloud+ App Engagement 2025 Wave 37,App Engagement,Active,Retail Promotion,Retail Partner,Retail Display,iCloud+,iCloud+ 2TB,Europe,Germany,Berlin,Desktop,Students,120.03,112.95,8.6,9.73,1.82,7460,6180,0,140,75,61,3,5,2,2,0,2,18.65,0,0,0,0,0,USD,Retail Partner Feed,retail_partner_feed_20250710.csv,BATCH-RETA-20250710-02,2025-07-11 04:25:00
REC0029766,2026-01-24,CMP0084,iCloud+ Service Subscription 2025 Wave 84,Service Subscription,Completed,Google Display,Google Ads,Display Banner,iCloud+,iCloud+ 2TB,North America,United States,Chicago,Mobile,Young Professionals,135.12,116.87,6.46,9.77,2.32,21088,16542,0,380,169,123,5,13,5,0,5,5,50.15,0,0,0,0,0,USD,Google Ads API,google_ads_api_20260124.csv,BATCH-GOOG-20260124-03,2026-01-25 03:50:00
REC0020450,2025-03-23,CMP0058,AppleCare+ App Engagement 2024 Wave 58,App Engagement,Completed,Google Search,Google Ads,Search Ad,AppleCare+,AppleCare+ Protection,North America,United States,Los Angeles,Desktop,Business Users,159.64,173.36,6.75,14.64,4.5,9362,6410,0,753,411,318,11,12,4,3,1,4,577.14,0,0,0,0,0,USD,Google Ads API,google_ads_api_20250323.csv,BATCH-GOOG-20250323-02,2025-03-24 03:59:00
REC0021109,2025-04-25,CMP0060,Apple TV+ Cross-Sell 2024 Wave 60,Cross-Sell,Completed,Affiliate Marketing,Affiliate Network,Display Banner,Apple TV+,Apple TV+ Subscription,Europe,Germany,Berlin,Mobile,Price-Sensitive Customers,19.42,47.17,2.5,3.33,0.74,6208,3852,0,508,198,168,6,7,3,2,1,3,28.24,0,0,0,0,0,USD,Affiliate Network,affiliate_network_20250425.csv_retry,BATCH-AFFI-20250425-01,2025-04-26 05:15:00
REC0020868,2025-10-17,CMP0059,Apple Fitness+ Online Sales 2025 Wave 59,Online Sales,Completed,Influencer Marketing,Affiliate Network,Short Video,Apple Fitness+,Apple Fitness+ Subscription,North America,Canada,Montreal,Mobile,High-Value Customers,85.56,76.59,4.74,4.73,1.68,5972,3970,2075,353,131,106,,6,3,2,1,3,27.25,0,0,0,0,0,USD,Affiliate Network,affiliate_network_20251017.csv,BATCH-AFFI-20251017-03,2025-10-18 05:53:00
REC0019389,2025-02-06,CMP0055,Apple Music Customer Retention 2024 Wave 55,Customer Retention,Completed,Retail Promotion,Retail Partner,Retail Display,Apple Music,Apple Music Individual,North America,Canada,Vancouver,Mobile,Students,55.27,50.95,2.31,2.6,0.83,3618,2109,0,89,50,36,1,2,0,0,0,0,0.0,0,0,0,0,0,USD,Retail Partner Feed,retail_partner_feed_20250206.csv,BATCH-RETA-20250206-03,2025-02-07 02:35:00
REC0008919,2025-10-07,CMP0026,AppleCare+ Service Subscription 2025 Wave 26,Service Subscription,Completed,X,Affiliate Network,Sponsored Post,AppleCare+,AppleCare+ Protection,Asia Pacific,India,Bengaluru,Mobile,Price-Sensitive Customers,112.38,110.78,5.31,11.97,4.06,17003,12314,0,239,146,126,3,9,3,3,0,3,363.05,0,0,0,0,0,USD,Affiliate Network,affiliate_network_20251007.csv,BATCH-AFFI-20251007-03,2025-10-08 02:05:00
REC0016275,2025-07-13,CMP0047,Apple Watch Product Launch 2025 Wave 47,Product Launch,Completed,Instagram,Meta Ads Manager,Short Video,Apple Watch,Apple Watch,North America,United States,Chicago,Mobile,Premium Customers,384.86,391.67,22.58,41.0,14.87,45169,31046,20453,1286,920,644,34,39,1,0,1,1,393.75,0,0,0,0,0,USD,Meta Ads API,meta_ads_api_20250713.csv,BATCH-META-20250713-03,2025-07-14 05:06:00
REC0004514,2025-02-19,CMP0013,Apple Watch Website Traffic 2024 Wave 13,Website Traffic,Completed,LinkedIn,LinkedIn Campaign Manager,Sponsored Post,Apple Watch,Apple Watch,North America,United States,New York,Mobile,Existing Customers,95.42,254.38,12.55,18.11,4.67,11408,6630,,208,98,69,4,6,2,1,1,2,723.93,0,0,0,0,0,USD,Ecommerce Platform,ecommerce_platform_20250219.csv,BATCH-ECOM-20250219-02,2025-02-20 05:51:00
REC0004597,2025-05-13,CMP0013,Apple Watch Website Traffic 2024 Wave 13,Website Traffic,Completed,LinkedIn,LinkedIn Campaign Manager,Sponsored Post,Apple Watch,Apple Watch,North America,United States,New York,Mobile,Existing Customers,110.15,101.17,8.86,4.63,1.34,5218,3205,0,134,63,51,2,5,1,1,0,1,375.56,0,0,0,0,0,USD,Ecommerce Platform,ecommerce_platform_20250513.csv,BATCH-ECOM-20250513-01,2025-05-14 04:50:00
REC0001039,2025-12-30,CMP0003,iPad Brand Awareness 2025 Wave 03,Brand Awareness,Completed,Influencer Marketing,Affiliate Network,Short Video,iPad,iPad Air,Europe,Spain,Valencia,Mobile,Existing Customers,280.26,3158.55,172.2,285.76,70.29,22532,19738,,1038,467,390,13,27,1,1,0,1,509.29,0,0,0,0,0,USD,Affiliate Network,affiliate_network_20251230.csv,BATCH-AFFI-20251230-01,2025-12-31 02:24:00
REC0004207,2025-08-20,CMP0012,iPhone Customer Acquisition 2025 Wave 12,Customer Acquisition,Active,X,Affiliate Network,Static Image,iPhone,iPhone Standard,Asia Pacific,Japan,Tokyo,Desktop,Premium Customers,80.24,80.93,4.62,8.15,1.25,11838,10495,0,254,144,123,7,7,0,0,0,0,0.0,0,0,0,0,0,USD,Affiliate Network,affiliate_network_20250820.csv,BATCH-AFFI-20250820-01,2025-08-21 03:18:00
REC0014448,2024-08-03,CMP0042,Mac Website Traffic 2024 Wave 42,Website Traffic,Active,X,Affiliate Network,Static Image,Mac,MacBook Pro,Asia Pacific,Japan,Osaka,Desktop,Creative Professionals,130.83,147.42,11.91,14.14,2.67,27810,22093,0,945,368,302,14,23,5,5,0,5,8459.53,0,0,0,0,0,USD,Affiliate Network,affiliate_network_20240803.csv,BATCH-AFFI-20240803-03,2024-08-04 02:14:00
REC0004756,2025-10-19,CMP0013,Apple Watch Website Traffic 2024 Wave 13,Website Traffic,Completed,LinkedIn,LinkedIn Campaign Manager,Sponsored Post,Apple Watch,Apple Watch,North America,United States,New York,Mobile,Existing Customers,131.66,173.17,7.32,13.71,3.85,9411,7632,0,278,103,72,5,7,4,4,0,4,1612.83,0,0,0,0,0,USD,Ecommerce Platform,ecommerce_platform_20251019.csv,BATCH-ECOM-20251019-01,2025-10-20 05:14:00
REC0027243,2025-12-21,CMP0077,Accessories Customer Acquisition 2025 Wave 77,Customer Acquisition,Completed,Facebook,Meta Ads Manager,Static Image,Accessories,Charging Accessories,Europe,United Kingdom,London,Mobile,Price-Sensitive Customers,227.11,254.2,21.42,20.34,8.66,35573,30186,0,713,469,392,25,13,4,2,2,4,174.89,0,0,0,0,0,USD,Meta Ads API,meta_ads_api_20251221.csv,BATCH-META-20251221-03,2025-12-22 05:35:00
REC0016857,2025-10-17,CMP0048,iPad Online Sales 2025 Wave 48,Online Sales,Completed,Google Search,Google Ads,Search Ad,iPad,iPad,Europe,Germany,Berlin,Mobile,Price-Sensitive Customers,265.44,235.84,11.09,21.49,5.68,16753,14338,0,1748,809,656,40,69,0,0,0,0,0.0,0,0,0,0,0,USD,Google Ads API,google_ads_api_20251017.csv,BATCH-GOOG-20251017-03,2025-10-18 02:23:00
REC0003563,2025-05-20,CMP0010,Apple TV+ Cross-Sell 2024 Wave 10,Cross-Sell,Completed,Apple Search Ads,Apple Search Ads,Search Ad,Apple TV+,Apple TV+ Subscription,Europe,Spain,Barcelona,Mobile,Existing Customers,50.71,57.79,3.55,3.89,0.88,2888,2132,0,363,158,123,4,10,0,0,0,0,0.0,0,0,0,0,0,USD,Apple Search Ads API,apple_search_ads_api_20250520.csv,BATCH-APPL-20250520-02,2025-05-21 02:00:00
REC0010954,2024-10-09,CMP0032,AppleCare+ Service Subscription 2024 Wave 32,Service Subscription,Completed,TikTok,TikTok Ads,Sponsored Post,AppleCare+,AppleCare+ Protection,Europe,Germany,Berlin,Mobile,Business Users,179.43,194.39,10.91,16.1,5.02,29372,19178,0,1180,762,567,14,31,0,0,0,0,0.0,0,0,0,0,0,USD,Ecommerce Platform,ecommerce_platform_20241009.csv,BATCH-ECOM-20241009-01,2024-10-10 03:39:00
REC0015482,2025-08-26,CMP0044,Apple Fitness+ Service Subscription 2024 Wave 44,Service Subscription,Completed,X,Affiliate Network,Sponsored Post,Apple Fitness+,Apple Fitness+ Subscription,Europe,United Kingdom,Birmingham,Desktop,Young Professionals,47.94,67.93,4.73,5.38,1.5,14281,10962,0,278,176,140,7,9,4,1,3,4,35.46,0,0,0,0,0,USD,Affiliate Network,affiliate_network_20250826.csv,BATCH-AFFI-20250826-02,2025-08-27 04:29:00
REC0005000,2025-03-08,CMP0014,iPad Website Traffic 2024 Wave 14,Website Traffic,Completed,Facebook,Meta Ads Manager,Short Video,iPad,iPad,Asia Pacific,India,Delhi,Mobile,Students,212.85,214.8,17.07,17.64,7.6,28493,18608,11079,1044,461,419,18,45,0,0,0,0,0.0,0,0,0,0,0,USD,Meta Ads API,meta_ads_api_20250308.csv,BATCH-META-20250308-02,2025-03-09 03:00:00
REC0014001,2025-09-13,CMP0040,iCloud+ Service Subscription 2024 Wave 40,Service Subscription,Active,TikTok,TikTok Ads,Short Video,iCloud+,iCloud+ 2TB,North America,Canada,Montreal,Mobile,Students,91.37,105.03,8.83,6.4,2.62,19030,13996,10820,1087,421,329,8,12,3,2,1,3,27.72,0,0,0,0,0,USD,Ecommerce Platform,ecommerce_platform_20250913.csv,BATCH-ECOM-20250913-03,2025-09-14 01:29:00
REC0018650,2025-07-31,CMP0053,Apple Fitness+ Service Subscription 2025 Wave 53,Service Subscription,Completed,Organic Social,Internal Email Platform,Static Image,Apple Fitness+,Apple Fitness+ Subscription,Asia Pacific,Japan,Yokohama,Mobile,Young Professionals,15.0,13.19,0.76,0.67,0.31,11068,7797,0,566,273,202,8,18,1,0,1,1,9.12,0,0,0,0,0,USD,CRM Export,crm_export_20250731.csv,BATCH-CRME-20250731-02,2025-08-01 05:01:00
REC0015031,2025-06-28,CMP0043,Apple TV+ Online Sales 2024 Wave 43,Online Sales,Completed,Retail Promotion,Retail Partner,Retail Display,Apple TV+,Apple TV+ Subscription,Asia Pacific,South Korea,Seoul,Connected TV,Price-Sensitive Customers,134.51,140.6,8.9,7.57,2.63,9039,5357,0,237,94,67,3,7,0,0,0,0,0.0,0,0,0,0,0,USD,Retail Partner Feed,retail_partner_feed_20250628.csv,BATCH-RETA-20250628-01,2025-06-29 03:48:00
REC0018876,2025-02-06,CMP0054,AirPods Online Sales 2025 Wave 54,Online Sales,Completed,Affiliate Marketing,Affiliate Network,Sponsored Post,AirPods,AirPods Pro,Europe,France,Lyon,Mobile,High-Value Customers,64.91,79.7,2.83,4.33,2.02,9886,7885,0,334,195,138,8,13,0,0,0,0,0.0,0,0,0,0,0,USD,Affiliate Network,affiliate_network_20250206.csv,BATCH-AFFI-20250206-03,2025-02-07 04:55:00
REC0013711,2024-11-27,CMP0040,iCloud+ Service Subscription 2024 Wave 40,Service Subscription,Active,TikTok,TikTok Ads,Short Video,iCloud+,iCloud+ 2TB,North America,Canada,Montreal,Desktop,Students,104.71,111.83,5.39,11.75,1.57,16434,12628,11283,656,422,331,22,35,1,1,0,1,8.97,0,0,0,0,0,USD,Ecommerce Platform,ecommerce_platform_20241127.csv,BATCH-ECOM-20241127-01,2024-11-28 05:23:00
REC0028315,2025-11-24,CMP0080,AppleCare+ Customer Retention 2025 Wave 80,Customer Retention,Completed,Email Marketing,Internal Email Platform,Promotional Email,AppleCare+,AppleCare+ Protection,Asia Pacific,Singapore,Singapore,Mobile,Price-Sensitive Customers,33.07,31.48,1.37,2.3,0.91,13967,8264,0,880,517,400,13,18,0,0,0,0,0.0,17549,16566,7888,517,9,USD,Email Marketing Platform,email_marketing_platform_20251124.csv,BATCH-EMAI-20251124-01,2025-11-25 01:56:00
REC0009474,2025-06-14,CMP0028,Apple Fitness+ Cross-Sell 2025 Wave 28,Cross-Sell,Paused,Email Marketing,Internal Email Platform,Email Newsletter,Apple Fitness+,Apple Fitness+ Subscription,Middle East and Africa,South Africa,Johannesburg,Mobile,Business Users,15.0,14.87,1.1,1.03,0.32,6214,4858,,466,217,192,11,15,0,0,0,0,0.0,6606,6322,2743,217,2,USD,Email Marketing Platform,email_marketing_platform_20250614.csv,BATCH-EMAI-20250614-03,2025-06-15 01:19:00
REC0033416,2025-04-02,CMP0094,iCloud+ Service Subscription 2024 Wave 94,Service Subscription,Completed,Retail Promotion,Retail Partner,Retail Display,iCloud+,iCloud+ 200GB,North America,United States,Seattle,Desktop,Service Subscribers,127.37,128.82,4.89,8.8,4.11,8172,5937,0,143,103,86,4,5,1,1,0,1,2.97,0,0,0,0,0,USD,Retail Partner Feed,retail_partner_feed_20250402.csv,BATCH-RETA-20250402-02,2025-04-03 03:24:00
REC0004737,2025-09-30,CMP0013,Apple Watch Website Traffic 2024 Wave 13,Website Traffic,Completed,LinkedIn,LinkedIn Campaign Manager,Sponsored Post,Apple Watch,Apple Watch,North America,United States,New York,Desktop,Existing Customers,147.2,142.99,9.9,6.85,4.82,5893,3789,0,181,85,64,2,7,1,1,0,1,409.84,0,0,0,0,0,USD,Ecommerce Platform,ecommerce_platform_20250930.csv,BATCH-ECOM-20250930-03,2025-10-01 02:58:00
REC0008452,2026-05-21,CMP0024,Mac Holiday Promotion 2025 Wave 24,Holiday Promotion,Completed,Email Marketing,Internal Email Platform,Email Newsletter,Mac,MacBook Air,Asia Pacific,India,Mumbai,Mobile,Students,53.34,46.97,3.67,3.1,1.75,18797,14470,0,1585,658,515,10,55,1,1,0,1,788.5,19339,18928,5850,547,7,USD,Email Marketing Platform,email_marketing_platform_20260521.csv,BATCH-EMAI-20260521-01,2026-05-22 02:10:00
REC0020375,2025-01-07,CMP0058,AppleCare+ App Engagement 2024 Wave 58,App Engagement,Completed,Google Search,Google Ads,Search Ad,AppleCare+,AppleCare+ Protection,North America,United States,Los Angeles,Mobile,Business Users,160.53,167.98,8.95,18.9,3.44,10788,8908,0,882,469,366,7,16,1,1,0,1,154.41,0,0,0,0,0,USD,Google Ads API,google_ads_api_20250107.csv,BATCH-GOOG-20250107-02,2025-01-08 04:07:00
